"","Sample","N_allcells","N_cancercells","Method_other","value_other","value_panctc","Metr"
"529","Immune+GSE193337_Prostate_Epi",10003,3,"CTCTracer",1,1,"Sensitivity"
"530","Immune+GSE193337_Prostate_Epi",10025,25,"CTCTracer",1,1,"Sensitivity"
"531","Immune+GSE176031_Prostate_Epi",10003,3,"CTCTracer",1,1,"Sensitivity"
"532","Immune+GSM3946506_Mela_cl",10003,3,"CTCTracer",1,1,"Sensitivity"
"533","Immune+GSM3946506_Mela_cl",10010,10,"CTCTracer",1,1,"Sensitivity"
"534","Immune+GSM3946506_Mela_cl",10025,25,"CTCTracer",1,1,"Sensitivity"
"535","Immune+GSM3946506_Mela_cl",10100,100,"CTCTracer",1,1,"Sensitivity"
"536","Immune+GSE215120_Melanoma",10003,3,"CTCTracer",1,1,"Sensitivity"
"537","Immune+GSE215120_Melanoma",10010,10,"CTCTracer",1,1,"Sensitivity"
"538","Immune+GSE215120_Melanoma",10025,25,"CTCTracer",1,1,"Sensitivity"
"539","Immune+GSE215120_Melanoma",10100,100,"CTCTracer",1,1,"Sensitivity"
"540","Immune+Cervix_PreT1_malignant",10003,3,"CTCTracer",1,1,"Sensitivity"
"541","Immune+Cervix_PreT1_malignant",10010,10,"CTCTracer",1,1,"Sensitivity"
"542","Immune+Cervix_PreT1_malignant",10025,25,"CTCTracer",1,1,"Sensitivity"
"543","Immune+Cervix_PreT1_malignant",10100,100,"CTCTracer",1,1,"Sensitivity"
"544","Immune+Cervix_PreT2_malignant",10003,3,"CTCTracer",1,1,"Sensitivity"
"545","Immune+Cervix_PreT2_malignant",10010,10,"CTCTracer",1,0.9,"Sensitivity"
"546","Immune+Cervix_PreT2_malignant",10025,25,"CTCTracer",1,0.96,"Sensitivity"
"547","Immune+Cervix_PreT2_malignant",10100,100,"CTCTracer",1,0.97,"Sensitivity"
"548","Immune+Cervix_PreT3_malignant",10003,3,"CTCTracer",1,0.666666667,"Sensitivity"
"549","Immune+Cervix_PreT3_malignant",10010,10,"CTCTracer",1,1,"Sensitivity"
"550","Immune+Cervix_PreT3_malignant",10025,25,"CTCTracer",1,0.96,"Sensitivity"
"551","Immune+Cervix_PreT3_malignant",10100,100,"CTCTracer",1,0.92,"Sensitivity"
"552","Immune+Cervix_T2Dur3_malignant",10003,3,"CTCTracer",1,1,"Sensitivity"
"553","Immune+Cervix_T2Dur3_malignant",10010,10,"CTCTracer",1,1,"Sensitivity"
"554","Immune+Cervix_T2Dur3_malignant",10025,25,"CTCTracer",0,1,"Sensitivity"
"555","Immune+Cervix_T2Dur3_malignant",10100,100,"CTCTracer",1,0.99,"Sensitivity"
"556","Immune+Cervix_T3Dur3_malignant",10003,3,"CTCTracer",1,1,"Sensitivity"
"557","Immune+Cervix_T3Dur3_malignant",10010,10,"CTCTracer",1,1,"Sensitivity"
"558","Immune+Cervix_T3Dur3_malignant",10025,25,"CTCTracer",1,0.92,"Sensitivity"
"559","Immune+Cervix_T3Dur3_malignant",10100,100,"CTCTracer",1,0.99,"Sensitivity"
"560","Immune+Cervix_Tumorhn115_malignant",10010,10,"CTCTracer",1,1,"Sensitivity"
"561","Immune+GSE176078_BC_Epi",10003,3,"iCTC",0,1,"Sensitivity"
"562","Immune+GSE176031_Prostate_Epi",10003,3,"iCTC",0,1,"Sensitivity"
"563","Immune+GSM3946506_Mela_cl",10003,3,"iCTC",0,1,"Sensitivity"
"564","Immune+GSM3946506_Mela_cl",10010,10,"iCTC",0,1,"Sensitivity"
"565","Immune+GSM3946506_Mela_cl",10025,25,"iCTC",0,1,"Sensitivity"
"566","Immune+GSE215120_Melanoma",10003,3,"iCTC",0,1,"Sensitivity"
"567","Immune+GSE215120_Melanoma",10010,10,"iCTC",0,1,"Sensitivity"
"568","Immune+Cervix_PreT1_malignant",10003,3,"iCTC",0,1,"Sensitivity"
"569","Immune+Cervix_PreT3_malignant",10010,10,"iCTC",0,1,"Sensitivity"
"570","Immune+GSE132465_CRC_Epi",10003,3,"scATOMIC",0,0.666666667,"Sensitivity"
"571","Immune+GSE132465_CRC_Epi",10025,25,"scATOMIC",0.96,1,"Sensitivity"
"572","Immune+GSE155698_PDAC_Epi",10025,25,"scATOMIC",0.92,1,"Sensitivity"
"573","Immune+GSE176078_BC_Epi",10003,3,"scATOMIC",0,1,"Sensitivity"
"574","Immune+GSE176078_BC_Epi",10010,10,"scATOMIC",1,1,"Sensitivity"
"575","Immune+GSE176078_BC_Epi",10025,25,"scATOMIC",1,1,"Sensitivity"
"576","Immune+GSE176078_BC_Epi",10100,100,"scATOMIC",0.99,1,"Sensitivity"
"577","Immune+GSE178318_CRC_Epi",10010,10,"scATOMIC",1,1,"Sensitivity"
"578","Immune+GSE193337_Prostate_Epi",10003,3,"scATOMIC",0,1,"Sensitivity"
"579","Immune+GSE193337_Prostate_Epi",10025,25,"scATOMIC",0.76,1,"Sensitivity"
"580","Immune+GSE176031_Prostate_Epi",10003,3,"scATOMIC",0,1,"Sensitivity"
"581","Immune+GSM3946506_Mela_cl",10003,3,"scATOMIC",1,1,"Sensitivity"
"582","Immune+GSM3946506_Mela_cl",10010,10,"scATOMIC",1,1,"Sensitivity"
"583","Immune+GSM3946506_Mela_cl",10025,25,"scATOMIC",1,1,"Sensitivity"
"584","Immune+GSM3946506_Mela_cl",10100,100,"scATOMIC",1,1,"Sensitivity"
"585","Immune+GSE215120_Melanoma",10003,3,"scATOMIC",0,1,"Sensitivity"
"586","Immune+GSE215120_Melanoma",10010,10,"scATOMIC",1,1,"Sensitivity"
"587","Immune+GSE215120_Melanoma",10025,25,"scATOMIC",0.96,1,"Sensitivity"
"588","Immune+GSE215120_Melanoma",10100,100,"scATOMIC",0.98,1,"Sensitivity"
"589","Immune+Cervix_PreT1_malignant",10003,3,"scATOMIC",0,1,"Sensitivity"
"590","Immune+Cervix_PreT1_malignant",10010,10,"scATOMIC",1,1,"Sensitivity"
"591","Immune+Cervix_PreT1_malignant",10025,25,"scATOMIC",0.96,1,"Sensitivity"
"592","Immune+Cervix_PreT1_malignant",10100,100,"scATOMIC",0.99,1,"Sensitivity"
"593","Immune+Cervix_PreT2_malignant",10003,3,"scATOMIC",0,1,"Sensitivity"
"594","Immune+Cervix_PreT2_malignant",10010,10,"scATOMIC",0.8,0.9,"Sensitivity"
"595","Immune+Cervix_PreT2_malignant",10025,25,"scATOMIC",0.92,0.96,"Sensitivity"
"596","Immune+Cervix_PreT2_malignant",10100,100,"scATOMIC",0.65,0.97,"Sensitivity"
"597","Immune+Cervix_PreT3_malignant",10003,3,"scATOMIC",0,0.666666667,"Sensitivity"
"598","Immune+Cervix_PreT3_malignant",10010,10,"scATOMIC",1,1,"Sensitivity"
"599","Immune+Cervix_PreT3_malignant",10025,25,"scATOMIC",0.84,0.96,"Sensitivity"
"600","Immune+Cervix_PreT3_malignant",10100,100,"scATOMIC",0.36,0.92,"Sensitivity"
"601","Immune+Cervix_T2Dur3_malignant",10003,3,"scATOMIC",0,1,"Sensitivity"
"602","Immune+Cervix_T2Dur3_malignant",10010,10,"scATOMIC",0.3,1,"Sensitivity"
"603","Immune+Cervix_T2Dur3_malignant",10025,25,"scATOMIC",0.92,1,"Sensitivity"
"604","Immune+Cervix_T2Dur3_malignant",10100,100,"scATOMIC",0.36,0.99,"Sensitivity"
"605","Immune+Cervix_T3Dur3_malignant",10003,3,"scATOMIC",0,1,"Sensitivity"
"606","Immune+Cervix_T3Dur3_malignant",10010,10,"scATOMIC",0,1,"Sensitivity"
"607","Immune+Cervix_T3Dur3_malignant",10025,25,"scATOMIC",0,0.92,"Sensitivity"
"608","Immune+Cervix_T3Dur3_malignant",10100,100,"scATOMIC",0.22,0.99,"Sensitivity"
"609","Immune+Cervix_Tumorhn115_malignant",10010,10,"scATOMIC",1,1,"Sensitivity"
"610","Immune+GSE132465_CRC_Epi",10003,3,"scfoundation",1,0.666666667,"Sensitivity"
"611","Immune+GSE132465_CRC_Epi",10025,25,"scfoundation",1,1,"Sensitivity"
"612","Immune+GSE155698_PDAC_Epi",10025,25,"scfoundation",1,1,"Sensitivity"
"613","Immune+GSE176078_BC_Epi",10003,3,"scfoundation",1,1,"Sensitivity"
"614","Immune+GSE176078_BC_Epi",10010,10,"scfoundation",1,1,"Sensitivity"
"615","Immune+GSE176078_BC_Epi",10025,25,"scfoundation",1,1,"Sensitivity"
"616","Immune+GSE176078_BC_Epi",10100,100,"scfoundation",0.97,1,"Sensitivity"
"617","Immune+GSE178318_CRC_Epi",10010,10,"scfoundation",1,1,"Sensitivity"
"618","Immune+GSE193337_Prostate_Epi",10003,3,"scfoundation",1,1,"Sensitivity"
"619","Immune+GSE193337_Prostate_Epi",10025,25,"scfoundation",1,1,"Sensitivity"
"620","Immune+GSE176031_Prostate_Epi",10003,3,"scfoundation",1,1,"Sensitivity"
"621","Immune+GSM3946506_Mela_cl",10003,3,"scfoundation",1,1,"Sensitivity"
"622","Immune+GSM3946506_Mela_cl",10010,10,"scfoundation",0.9,1,"Sensitivity"
"623","Immune+GSM3946506_Mela_cl",10025,25,"scfoundation",0.96,1,"Sensitivity"
"624","Immune+GSM3946506_Mela_cl",10100,100,"scfoundation",0.97,1,"Sensitivity"
"625","Immune+GSE215120_Melanoma",10003,3,"scfoundation",1,1,"Sensitivity"
"626","Immune+GSE215120_Melanoma",10010,10,"scfoundation",0.9,1,"Sensitivity"
"627","Immune+GSE215120_Melanoma",10025,25,"scfoundation",0.88,1,"Sensitivity"
"628","Immune+GSE215120_Melanoma",10100,100,"scfoundation",0.66,1,"Sensitivity"
"629","Immune+Cervix_PreT1_malignant",10003,3,"scfoundation",1,1,"Sensitivity"
"630","Immune+Cervix_PreT1_malignant",10010,10,"scfoundation",1,1,"Sensitivity"
"631","Immune+Cervix_PreT1_malignant",10025,25,"scfoundation",0.96,1,"Sensitivity"
"632","Immune+Cervix_PreT1_malignant",10100,100,"scfoundation",0.99,1,"Sensitivity"
"633","Immune+Cervix_PreT2_malignant",10003,3,"scfoundation",1,1,"Sensitivity"
"634","Immune+Cervix_PreT2_malignant",10010,10,"scfoundation",0.9,0.9,"Sensitivity"
"635","Immune+Cervix_PreT2_malignant",10025,25,"scfoundation",0.92,0.96,"Sensitivity"
"636","Immune+Cervix_PreT2_malignant",10100,100,"scfoundation",0.94,0.97,"Sensitivity"
"637","Immune+Cervix_PreT3_malignant",10003,3,"scfoundation",1,0.666666667,"Sensitivity"
"638","Immune+Cervix_PreT3_malignant",10010,10,"scfoundation",1,1,"Sensitivity"
"639","Immune+Cervix_PreT3_malignant",10025,25,"scfoundation",0.8,0.96,"Sensitivity"
"640","Immune+Cervix_PreT3_malignant",10100,100,"scfoundation",0.8,0.92,"Sensitivity"
"641","Immune+Cervix_T2Dur3_malignant",10003,3,"scfoundation",0.666666667,1,"Sensitivity"
"642","Immune+Cervix_T2Dur3_malignant",10010,10,"scfoundation",0.9,1,"Sensitivity"
"643","Immune+Cervix_T2Dur3_malignant",10025,25,"scfoundation",0.8,1,"Sensitivity"
"644","Immune+Cervix_T2Dur3_malignant",10100,100,"scfoundation",0.69,0.99,"Sensitivity"
"645","Immune+Cervix_T3Dur3_malignant",10003,3,"scfoundation",0.333333333,1,"Sensitivity"
"646","Immune+Cervix_T3Dur3_malignant",10010,10,"scfoundation",0.1,1,"Sensitivity"
"647","Immune+Cervix_T3Dur3_malignant",10025,25,"scfoundation",0.2,0.92,"Sensitivity"
"648","Immune+Cervix_T3Dur3_malignant",10100,100,"scfoundation",0.19,0.99,"Sensitivity"
"649","Immune+Cervix_Tumorhn115_malignant",10010,10,"scfoundation",1,1,"Sensitivity"
"650","Immune+GSE132465_CRC_Epi",10003,3,"scGPT",1,0.666666667,"Sensitivity"
"651","Immune+GSE132465_CRC_Epi",10025,25,"scGPT",0.96,1,"Sensitivity"
"652","Immune+GSE155698_PDAC_Epi",10025,25,"scGPT",0.88,1,"Sensitivity"
"653","Immune+GSE176078_BC_Epi",10003,3,"scGPT",1,1,"Sensitivity"
"654","Immune+GSE176078_BC_Epi",10010,10,"scGPT",0.9,1,"Sensitivity"
"655","Immune+GSE176078_BC_Epi",10025,25,"scGPT",0.88,1,"Sensitivity"
"656","Immune+GSE176078_BC_Epi",10100,100,"scGPT",0.9,1,"Sensitivity"
"657","Immune+GSE178318_CRC_Epi",10010,10,"scGPT",0.9,1,"Sensitivity"
"658","Immune+GSE193337_Prostate_Epi",10003,3,"scGPT",1,1,"Sensitivity"
"659","Immune+GSE193337_Prostate_Epi",10025,25,"scGPT",1,1,"Sensitivity"
"660","Immune+GSE176031_Prostate_Epi",10003,3,"scGPT",1,1,"Sensitivity"
"661","Immune+GSM3946506_Mela_cl",10003,3,"scGPT",1,1,"Sensitivity"
"662","Immune+GSM3946506_Mela_cl",10010,10,"scGPT",1,1,"Sensitivity"
"663","Immune+GSM3946506_Mela_cl",10025,25,"scGPT",1,1,"Sensitivity"
"664","Immune+GSM3946506_Mela_cl",10100,100,"scGPT",0.94,1,"Sensitivity"
"665","Immune+GSE215120_Melanoma",10003,3,"scGPT",0.666666667,1,"Sensitivity"
"666","Immune+GSE215120_Melanoma",10010,10,"scGPT",0.5,1,"Sensitivity"
"667","Immune+GSE215120_Melanoma",10025,25,"scGPT",0.64,1,"Sensitivity"
"668","Immune+GSE215120_Melanoma",10100,100,"scGPT",0.51,1,"Sensitivity"
"669","Immune+Cervix_PreT1_malignant",10003,3,"scGPT",1,1,"Sensitivity"
"670","Immune+Cervix_PreT1_malignant",10010,10,"scGPT",1,1,"Sensitivity"
"671","Immune+Cervix_PreT1_malignant",10025,25,"scGPT",0.96,1,"Sensitivity"
"672","Immune+Cervix_PreT1_malignant",10100,100,"scGPT",1,1,"Sensitivity"
"673","Immune+Cervix_PreT2_malignant",10003,3,"scGPT",1,1,"Sensitivity"
"674","Immune+Cervix_PreT2_malignant",10010,10,"scGPT",1,0.9,"Sensitivity"
"675","Immune+Cervix_PreT2_malignant",10025,25,"scGPT",1,0.96,"Sensitivity"
"676","Immune+Cervix_PreT2_malignant",10100,100,"scGPT",0.99,0.97,"Sensitivity"
"677","Immune+Cervix_PreT3_malignant",10003,3,"scGPT",0.666666667,0.666666667,"Sensitivity"
"678","Immune+Cervix_PreT3_malignant",10010,10,"scGPT",1,1,"Sensitivity"
"679","Immune+Cervix_PreT3_malignant",10025,25,"scGPT",0.92,0.96,"Sensitivity"
"680","Immune+Cervix_PreT3_malignant",10100,100,"scGPT",0.89,0.92,"Sensitivity"
"681","Immune+Cervix_T2Dur3_malignant",10003,3,"scGPT",1,1,"Sensitivity"
"682","Immune+Cervix_T2Dur3_malignant",10010,10,"scGPT",1,1,"Sensitivity"
"683","Immune+Cervix_T2Dur3_malignant",10025,25,"scGPT",0.96,1,"Sensitivity"
"684","Immune+Cervix_T2Dur3_malignant",10100,100,"scGPT",0.95,0.99,"Sensitivity"
"685","Immune+Cervix_T3Dur3_malignant",10003,3,"scGPT",0.666666667,1,"Sensitivity"
"686","Immune+Cervix_T3Dur3_malignant",10010,10,"scGPT",0.3,1,"Sensitivity"
"687","Immune+Cervix_T3Dur3_malignant",10025,25,"scGPT",0.36,0.92,"Sensitivity"
"688","Immune+Cervix_T3Dur3_malignant",10100,100,"scGPT",0.25,0.99,"Sensitivity"
"689","Immune+Cervix_Tumorhn115_malignant",10010,10,"scGPT",1,1,"Sensitivity"
"690","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7079,3,"copykat",0.782362916902205,1,"Specificity"
"691","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7086,10,"copykat",0.782928208027134,1,"Specificity"
"692","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7101,25,"copykat",0.783210853589599,1,"Specificity"
"693","GSE199994_HD1+E-MTAB-11948_Cervix_Epi",7176,100,"copykat",0.782928208027134,1,"Specificity"
"694","GSE199994_HD1+GSE132465_CRC_Epi",7079,3,"copykat",0.781091011871114,1,"Specificity"
"695","GSE199994_HD1+GSE132465_CRC_Epi",7086,10,"copykat",0.783352176370831,1,"Specificity"
"696","GSE199994_HD1+GSE132465_CRC_Epi",7101,25,"copykat",0.782645562464669,1,"Specificity"
