"","Smp","Model","Group","variable","value","Classification","Group2","Group3"
"2544","10X-seq T3Dur3 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"2545","10X-seq Tumorhn115 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top3",0.998,NA,"Primary cancer cells","Primary cancer cells"
"2546","10X-seq PreT1 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"2547","10X-seq PreT3 CC","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set5","Top3",1,NA,"Primary cancer cells","Primary cancer cells"
"2548","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.6,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2549","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.415,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2550","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.6,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2551","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2552","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2553","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.44,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2554","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.41,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2555","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.5,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2556","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.398,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2557","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.97,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2558","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.74,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2559","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.92,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2560","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.2,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2561","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.96,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2562","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.95,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2563","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.68,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2564","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2565","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.732,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2566","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.2,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2567","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.85,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2568","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top1",0.97,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2569","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.9,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2570","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.64,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2571","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.8,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2572","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2573","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2574","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.62,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2575","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.62,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2576","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.7,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2577","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.616,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2578","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.99,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2579","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.865,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2580","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.94,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2581","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.4,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2582","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2583","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2584","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.85,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2585","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2586","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.878,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2587","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.4,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2588","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.9,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2589","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top2",0.986,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2590","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2591","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.725,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2592","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2593","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2594","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2595","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.7,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2596","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.75,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2597","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.75,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2598","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.754,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2599","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.995,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2600","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.93,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2601","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.96,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2602","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.6,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2603","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2604","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2605","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.92,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2606","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2607","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.924,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2608","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.8,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2609","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.9,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2610","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set1","Top3",0.994,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2611","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.7,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2612","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.385,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2613","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.6,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2614","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2615","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2616","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.48,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2617","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.38,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2618","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.35,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2619","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.406,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2620","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.985,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2621","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.735,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2622","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.86,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2623","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.5,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2624","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.94,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2625","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.99,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2626","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.82,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2627","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",1,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2628","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.734,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2629","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.2,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2630","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.6,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2631","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top1",0.974,"Top1","Metastatic cancer cells","Metastatic cancer cells"
"2632","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.8,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2633","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.605,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2634","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.8,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2635","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2636","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2637","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.6,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2638","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.59,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2639","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.55,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2640","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.614,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2641","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2642","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.885,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2643","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.92,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2644","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.8,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2645","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.98,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2646","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2647","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.92,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2648","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",1,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2649","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.874,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2650","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.4,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2651","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.8,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2652","GSE176029 Melanoma Liver","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top2",0.992,"Top2","Metastatic cancer cells","Metastatic cancer cells"
"2653","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.9,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2654","GSE147082 OVC Omentum","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",0.745,"Top3","Metastatic cancer cells","Metastatic cancer cells"
"2655","GSE163558 GC Multiple","/Users/macminiye/scRNA-seq_works/Cervix_scRNA_CTCs_project_use/panCTCs/bin/panCTC_classify/V10CC/V10CC_results","Set2","Top3",1,"Top3","Metastatic cancer cells","Metastatic cancer cells"
